OrderID,Date,Product,Category,UnitPrice,Quantity,Revenue,Region,Salesperson,CustomerID
O100300,2025-09-24,Gamma Sneakers,Footwear,25.4,1,25.4,East,Ayesha,C1157
O100301,2024-12-24,Kappa Backpack,Accessories,184.98,1,184.98,Central,Ehsan,C3458
O100302,2025-04-19,Delta Cap,Accessories,66.64,1,66.64,Central,Ayesha,C6754
O100303,2025-11-22,Kappa Backpack,Accessories,24.3,1,24.3,Central,Fatima,C9532
O100304,2025-03-10,Alpha Hoodie,Apparel,238.86,3,716.58,South,Bilal,C2010
O100305,2025-07-05,Eta Laptop Sleeve,Accessories,236.08,2,472.16,South,Bilal,C2164
O100306,2025-07-08,Kappa Backpack,Accessories,215.33,2,430.66,West,Fatima,C4041
O100307,2025-06-02,Gamma Sneakers,Footwear,176.84,1,176.84,Central,Dina,C8724
O100308,2025-06-27,Zeta Socks,Accessories,94.94,1,94.94,South,Fatima,C6332
O100309,2025-10-15,Alpha Hoodie,Apparel,167.5,2,335.0,Central,Ehsan,C8501
O100310,2025-02-06,Iota Charger,Electronics,99.71,1,99.71,Central,Fatima,C4227
O100311,2025-10-06,Zeta Socks,Accessories,178.05,2,356.1,North,Ayesha,C1866
O100312,2025-05-06,Theta Watch,Electronics,177.36,1,177.36,West,Carlos,C6984
O100313,2025-01-24,Alpha Hoodie,Apparel,213.98,1,213.98,South,Carlos,C5974
O100314,2025-09-04,Gamma Sneakers,Footwear,87.13,1,87.13,Central,Carlos,C8962
O100315,2025-03-02,Epsilon Jacket,Apparel,126.53,4,506.12,North,Bilal,C5333
O100316,2025-09-07,Alpha Hoodie,Apparel,84.11,2,168.22,Central,Fatima,C4585
O100317,2025-06-07,Delta Cap,Accessories,124.17,1,124.17,North,Ehsan,C9843
O100318,2025-02-18,Gamma Sneakers,Footwear,103.69,1,103.69,East,Dina,C8865
O100319,2025-03-19,Beta T-shirt,Apparel,89.53,1,89.53,West,Dina,C7337
O100320,2025-08-04,Iota Charger,Electronics,23.89,1,23.89,North,Ayesha,C8219
O100321,2025-03-31,Alpha Hoodie,Apparel,119.1,1,119.1,West,Carlos,C6901
O100322,2025-09-05,Alpha Hoodie,Apparel,214.15,1,214.15,Central,Dina,C6247
O100323,2025-11-07,Alpha Hoodie,Apparel,246.06,3,738.18,West,Dina,C6346
O100324,2025-04-16,Iota Charger,Electronics,53.57,1,53.57,South,Bilal,C4715
O100325,2024-12-25,Eta Laptop Sleeve,Accessories,21.61,3,64.83,East,Carlos,C4412
O100326,2025-05-23,Delta Cap,Accessories,78.24,5,391.2,Central,Ayesha,C7677
O100327,2025-03-10,Gamma Sneakers,Footwear,70.88,3,212.64,Central,Bilal,C4754
O100328,2025-02-01,Eta Laptop Sleeve,Accessories,99.28,1,99.28,East,Ehsan,C1156
O100329,2025-03-29,Alpha Hoodie,Apparel,128.64,1,128.64,South,Ehsan,C3247
O100330,2025-04-11,Delta Cap,Accessories,244.33,3,732.99,West,Fatima,C4957
O100331,2025-09-21,Epsilon Jacket,Apparel,39.11,1,39.11,Central,Ayesha,C1635
O100332,2025-05-20,Gamma Sneakers,Footwear,105.84,1,105.84,Central,Bilal,C5985
O100333,2025-04-08,Kappa Backpack,Accessories,186.6,3,559.8,North,Fatima,C6912
O100334,2025-06-03,Zeta Socks,Accessories,213.01,1,213.01,North,Ayesha,C8733
O100335,2024-12-08,Beta T-shirt,Apparel,63.42,1,63.42,South,Ehsan,C4656
O100336,2025-07-16,Zeta Socks,Accessories,16.43,1,16.43,South,Dina,C4441
O100337,2025-04-02,Kappa Backpack,Accessories,154.74,1,154.74,South,Ehsan,C1758
O100338,2025-08-20,Delta Cap,Accessories,29.52,1,29.52,North,Carlos,C1678
O100339,2025-07-01,Iota Charger,Electronics,143.8,1,143.8,West,Bilal,C5830
O100340,2025-09-19,Epsilon Jacket,Apparel,26.81,1,26.81,Central,Dina,C2529
O100341,2025-05-19,Kappa Backpack,Accessories,230.03,1,230.03,East,Ehsan,C8259
O100342,2025-05-05,Epsilon Jacket,Apparel,61.38,1,61.38,East,Ehsan,C2458
O100343,2025-01-28,Kappa Backpack,Accessories,21.33,1,21.33,West,Bilal,C3784
O100344,2025-11-18,Alpha Hoodie,Apparel,146.19,1,146.19,North,Bilal,C2237
O100345,2025-05-23,Eta Laptop Sleeve,Accessories,232.81,1,232.81,Central,Fatima,C8258
O100346,2025-06-07,Delta Cap,Accessories,153.88,1,153.88,East,Ayesha,C1689
O100347,2025-11-15,Eta Laptop Sleeve,Accessories,62.4,2,124.8,South,Ayesha,C3997
O100348,2025-01-27,Delta Cap,Accessories,47.38,1,47.38,East,Ayesha,C2283
O100349,2025-01-20,Epsilon Jacket,Apparel,175.59,2,351.18,South,Dina,C8673
O100350,2025-11-26,Beta T-shirt,Apparel,37.41,1,37.41,North,Dina,C5114
O100351,2025-01-09,Zeta Socks,Accessories,132.0,4,528.0,Central,Ayesha,C4697
O100352,2025-03-09,Iota Charger,Electronics,155.95,1,155.95,Central,Fatima,C8953
O100353,2024-12-12,Eta Laptop Sleeve,Accessories,20.5,1,20.5,Central,Dina,C1396
O100354,2025-03-17,Beta T-shirt,Apparel,64.22,1,64.22,North,Dina,C9780
O100355,2025-05-16,Kappa Backpack,Accessories,80.43,2,160.86,North,Dina,C2996
O100356,2025-05-08,Kappa Backpack,Accessories,204.54,1,204.54,South,Bilal,C6505
O100357,2025-10-12,Gamma Sneakers,Footwear,111.37,3,334.11,North,Bilal,C9625
O100358,2025-07-06,Alpha Hoodie,Apparel,88.8,1,88.8,West,Ayesha,C1700
O100359,2025-10-27,Beta T-shirt,Apparel,47.05,2,94.1,South,Ehsan,C5791
O100360,2025-07-11,Delta Cap,Accessories,228.35,3,685.05,South,Dina,C3423
O100361,2025-03-10,Beta T-shirt,Apparel,78.37,1,78.37,Central,Ehsan,C4145
O100362,2024-12-22,Theta Watch,Electronics,18.61,1,18.61,East,Dina,C5540
O100363,2025-03-23,Beta T-shirt,Apparel,201.72,2,403.44,South,Bilal,C4755
O100364,2025-10-11,Kappa Backpack,Accessories,189.73,2,379.46,West,Fatima,C8537
O100365,2024-12-21,Kappa Backpack,Accessories,114.72,1,114.72,West,Dina,C7442
O100366,2025-05-26,Eta Laptop Sleeve,Accessories,68.4,1,68.4,South,Dina,C2625
O100367,2025-08-23,Epsilon Jacket,Apparel,116.49,1,116.49,North,Dina,C4137
O100368,2025-05-17,Zeta Socks,Accessories,135.86,1,135.86,South,Ayesha,C4516
O100369,2025-01-25,Eta Laptop Sleeve,Accessories,115.33,1,115.33,Central,Fatima,C7618
O100370,2025-03-15,Epsilon Jacket,Apparel,171.45,1,171.45,North,Carlos,C5614
O100371,2025-07-05,Alpha Hoodie,Apparel,111.5,4,446.0,Central,Carlos,C5437
O100372,2025-08-22,Eta Laptop Sleeve,Accessories,27.5,1,27.5,South,Dina,C9696
O100373,2025-11-22,Beta T-shirt,Apparel,242.49,1,242.49,South,Carlos,C9729
O100374,2025-06-15,Zeta Socks,Accessories,58.71,4,234.84,South,Ayesha,C5665
O100375,2024-12-29,Gamma Sneakers,Footwear,196.38,1,196.38,North,Dina,C3057
O100376,2025-07-02,Delta Cap,Accessories,165.3,1,165.3,Central,Carlos,C9364
O100377,2025-05-07,Gamma Sneakers,Footwear,47.76,1,47.76,Central,Dina,C1716
O100378,2025-07-09,Gamma Sneakers,Footwear,193.81,1,193.81,South,Dina,C6071
O100379,2025-03-01,Alpha Hoodie,Apparel,18.84,1,18.84,North,Dina,C1332
O100380,2024-12-13,Gamma Sneakers,Footwear,221.24,5,1106.2,South,Ehsan,C6373
O100381,2025-04-05,Zeta Socks,Accessories,237.22,3,711.66,West,Fatima,C2805
O100382,2024-12-01,Alpha Hoodie,Apparel,190.54,1,190.54,Central,Ayesha,C3160
O100383,2025-05-22,Kappa Backpack,Accessories,105.55,2,211.1,West,Ehsan,C2194
O100384,2024-12-24,Epsilon Jacket,Apparel,26.93,1,26.93,South,Bilal,C5654
O100385,2025-04-06,Theta Watch,Electronics,25.68,1,25.68,Central,Carlos,C7942
O100386,2025-05-08,Theta Watch,Electronics,12.38,1,12.38,Central,Ayesha,C8891
O100387,2025-10-07,Epsilon Jacket,Apparel,128.28,1,128.28,West,Fatima,C8239
O100388,2025-01-03,Epsilon Jacket,Apparel,28.41,1,28.41,South,Bilal,C3984
O100389,2025-06-17,Eta Laptop Sleeve,Accessories,72.35,4,289.4,North,Carlos,C1805
O100390,2025-07-02,Epsilon Jacket,Apparel,81.16,4,324.64,West,Fatima,C9744
O100391,2025-06-07,Kappa Backpack,Accessories,94.98,1,94.98,West,Ayesha,C3827
O100392,2025-01-15,Iota Charger,Electronics,175.52,1,175.52,West,Ehsan,C2725
O100393,2025-11-16,Iota Charger,Electronics,188.57,1,188.57,North,Dina,C5933
O100394,2025-02-04,Epsilon Jacket,Apparel,153.42,3,460.26,Central,Ayesha,C3536
O100395,2025-05-26,Eta Laptop Sleeve,Accessories,143.92,1,143.92,North,Ayesha,C9075
O100396,2024-12-17,Delta Cap,Accessories,26.83,1,26.83,West,Carlos,C5808
O100397,2025-05-03,Alpha Hoodie,Apparel,82.6,4,330.4,Central,Dina,C4746
O100398,2025-11-18,Gamma Sneakers,Footwear,183.39,2,366.78,East,Dina,C8816
O100399,2025-05-13,Alpha Hoodie,Apparel,23.26,1,23.26,South,Carlos,C9124
O100400,2025-03-20,Gamma Sneakers,Footwear,163.52,2,327.04,West,Carlos,C8741
O100401,2025-11-14,Kappa Backpack,Accessories,244.6,1,244.6,East,Ayesha,C8135
O100402,2025-05-13,Kappa Backpack,Accessories,187.31,5,936.55,East,Ayesha,C7038
O100403,2025-03-08,Theta Watch,Electronics,17.15,1,17.15,Central,Bilal,C7231
O100404,2025-08-25,Iota Charger,Electronics,157.3,4,629.2,North,Dina,C5062
O100405,2025-09-05,Alpha Hoodie,Apparel,115.64,1,115.64,Central,Fatima,C5182
O100406,2025-03-04,Theta Watch,Electronics,228.93,1,228.93,Central,Carlos,C2947
O100407,2025-09-16,Alpha Hoodie,Apparel,164.73,1,164.73,South,Ehsan,C9655
O100408,2025-04-27,Theta Watch,Electronics,32.7,1,32.7,Central,Bilal,C6447
O100409,2024-12-16,Zeta Socks,Accessories,75.13,1,75.13,West,Fatima,C5813
O100410,2025-11-30,Theta Watch,Electronics,189.84,1,189.84,Central,Carlos,C5842
O100411,2024-12-06,Kappa Backpack,Accessories,160.32,1,160.32,West,Bilal,C3027
O100412,2025-01-02,Zeta Socks,Accessories,12.76,1,12.76,North,Dina,C7554
O100413,2025-02-01,Eta Laptop Sleeve,Accessories,180.32,1,180.32,West,Dina,C6658
O100414,2025-05-27,Beta T-shirt,Apparel,199.66,1,199.66,North,Ehsan,C9243
O100415,2025-09-05,Delta Cap,Accessories,139.12,1,139.12,South,Ayesha,C4524
O100416,2025-11-12,Iota Charger,Electronics,198.17,1,198.17,West,Bilal,C8501
O100417,2025-01-12,Zeta Socks,Accessories,144.18,3,432.54,East,Fatima,C1013
O100418,2025-05-13,Kappa Backpack,Accessories,47.13,2,94.26,West,Bilal,C7127
O100419,2025-01-26,Theta Watch,Electronics,51.51,2,103.02,West,Carlos,C4948
O100420,2025-01-04,Zeta Socks,Accessories,200.82,1,200.82,South,Ehsan,C3746
O100421,2025-08-01,Delta Cap,Accessories,132.14,5,660.7,West,Dina,C1659
O100422,2025-07-30,Epsilon Jacket,Apparel,92.84,1,92.84,South,Fatima,C6419
O100423,2025-03-31,Eta Laptop Sleeve,Accessories,169.74,1,169.74,North,Ehsan,C7062
O100424,2025-01-18,Eta Laptop Sleeve,Accessories,74.61,1,74.61,South,Carlos,C9319
O100425,2025-05-05,Delta Cap,Accessories,115.56,1,115.56,South,Dina,C1634
O100426,2025-09-12,Gamma Sneakers,Footwear,216.87,1,216.87,West,Bilal,C3046
O100427,2025-10-02,Beta T-shirt,Apparel,15.59,3,46.77,Central,Carlos,C7797
O100428,2025-01-11,Iota Charger,Electronics,186.68,1,186.68,Central,Ehsan,C5854
O100429,2025-01-04,Eta Laptop Sleeve,Accessories,79.92,1,79.92,West,Dina,C5073
O100430,2025-04-10,Iota Charger,Electronics,169.95,1,169.95,South,Ehsan,C8535
O100431,2025-02-05,Beta T-shirt,Apparel,241.5,1,241.5,South,Ehsan,C4822
O100432,2025-08-13,Eta Laptop Sleeve,Accessories,55.25,1,55.25,North,Ayesha,C1666
O100433,2025-01-10,Zeta Socks,Accessories,137.63,1,137.63,West,Ayesha,C4560
O100434,2025-07-24,Kappa Backpack,Accessories,23.49,3,70.47,Central,Carlos,C8922
O100435,2025-04-21,Theta Watch,Electronics,89.89,1,89.89,Central,Ehsan,C4045
O100436,2024-12-13,Gamma Sneakers,Footwear,101.94,1,101.94,Central,Ehsan,C6008
O100437,2025-04-29,Eta Laptop Sleeve,Accessories,248.58,1,248.58,North,Fatima,C5233
O100438,2025-03-05,Eta Laptop Sleeve,Accessories,145.97,2,291.94,East,Dina,C2856
O100439,2025-05-09,Eta Laptop Sleeve,Accessories,230.5,1,230.5,South,Bilal,C6369
O100440,2025-08-11,Kappa Backpack,Accessories,83.42,1,83.42,North,Dina,C7302
O100441,2025-02-12,Eta Laptop Sleeve,Accessories,69.96,1,69.96,South,Ehsan,C9384
O100442,2025-03-17,Alpha Hoodie,Apparel,228.06,1,228.06,East,Bilal,C6938
O100443,2024-12-02,Theta Watch,Electronics,59.99,1,59.99,Central,Bilal,C2903
O100444,2025-01-21,Epsilon Jacket,Apparel,176.88,1,176.88,East,Carlos,C1357
O100445,2025-05-08,Theta Watch,Electronics,92.26,1,92.26,Central,Bilal,C3125
O100446,2025-02-04,Theta Watch,Electronics,243.83,2,487.66,North,Ehsan,C9748
O100447,2025-07-18,Eta Laptop Sleeve,Accessories,22.02,1,22.02,North,Ayesha,C6144
O100448,2025-11-20,Epsilon Jacket,Apparel,151.06,2,302.12,Central,Bilal,C2907
O100449,2025-04-01,Beta T-shirt,Apparel,248.75,1,248.75,West,Bilal,C3182
O100450,2025-09-21,Gamma Sneakers,Footwear,233.05,2,466.1,West,Dina,C8793
O100451,2025-06-18,Delta Cap,Accessories,54.01,1,54.01,North,Bilal,C5915
O100452,2025-02-28,Theta Watch,Electronics,107.74,3,323.22,South,Bilal,C4309
O100453,2025-04-17,Iota Charger,Electronics,19.5,1,19.5,North,Ayesha,C7711
O100454,2025-06-24,Delta Cap,Accessories,18.92,1,18.92,East,Ayesha,C1226
O100455,2025-08-16,Theta Watch,Electronics,143.73,2,287.46,East,Ehsan,C6518
O100456,2025-09-26,Eta Laptop Sleeve,Accessories,153.78,3,461.34,West,Dina,C8032
O100457,2025-10-09,Iota Charger,Electronics,8.08,1,8.08,North,Carlos,C7725
O100458,2025-11-01,Epsilon Jacket,Apparel,220.56,1,220.56,Central,Carlos,C3765
O100459,2025-06-14,Theta Watch,Electronics,84.62,1,84.62,Central,Ehsan,C8582
O100460,2025-11-17,Beta T-shirt,Apparel,77.93,1,77.93,Central,Fatima,C1388
O100461,2025-10-11,Kappa Backpack,Accessories,142.13,10,1421.3,North,Ehsan,C6568
O100462,2025-03-04,Alpha Hoodie,Apparel,151.78,1,151.78,South,Carlos,C3263
O100463,2025-06-30,Zeta Socks,Accessories,248.65,1,248.65,West,Fatima,C8814
O100464,2024-12-16,Delta Cap,Accessories,10.75,1,10.75,West,Bilal,C9088
O100465,2025-06-24,Zeta Socks,Accessories,206.62,1,206.62,Central,Dina,C8692
O100466,2025-11-14,Beta T-shirt,Apparel,32.17,2,64.34,South,Ehsan,C9488
O100467,2025-01-24,Theta Watch,Electronics,61.09,1,61.09,Central,Carlos,C5590
O100468,2025-03-16,Beta T-shirt,Apparel,248.59,1,248.59,East,Carlos,C6824
O100469,2025-09-16,Eta Laptop Sleeve,Accessories,18.72,1,18.72,East,Dina,C4621
O100470,2025-07-21,Epsilon Jacket,Apparel,60.26,1,60.26,Central,Ayesha,C9739
O100471,2025-10-09,Iota Charger,Electronics,201.87,10,2018.7,South,Ayesha,C9550
O100472,2025-10-11,Theta Watch,Electronics,109.15,1,109.15,East,Fatima,C1650
O100473,2025-10-04,Delta Cap,Accessories,195.21,3,585.63,East,Fatima,C9259
O100474,2024-12-16,Eta Laptop Sleeve,Accessories,216.39,1,216.39,South,Bilal,C9544
O100475,2025-09-03,Iota Charger,Electronics,222.29,1,222.29,East,Bilal,C2549
O100476,2024-12-05,Kappa Backpack,Accessories,240.11,2,480.22,North,Ehsan,C6985
O100477,2025-09-16,Theta Watch,Electronics,75.77,1,75.77,Central,Fatima,C7103
O100478,2025-06-25,Delta Cap,Accessories,51.0,1,51.0,South,Fatima,C1288
O100479,2025-01-25,Eta Laptop Sleeve,Accessories,76.6,1,76.6,West,Ehsan,C8569
O100480,2025-08-28,Beta T-shirt,Apparel,241.93,1,241.93,East,Dina,C3628
O100481,2025-01-29,Delta Cap,Accessories,68.79,1,68.79,North,Ayesha,C5028
O100482,2025-08-24,Theta Watch,Electronics,43.22,1,43.22,East,Dina,C4527
O100483,2025-02-14,Gamma Sneakers,Footwear,218.98,1,218.98,South,Carlos,C7982
O100484,2025-08-19,Alpha Hoodie,Apparel,106.1,1,106.1,Central,Bilal,C9170
O100485,2025-01-23,Gamma Sneakers,Footwear,64.83,1,64.83,South,Ehsan,C2675
O100486,2025-11-19,Gamma Sneakers,Footwear,85.42,3,256.26,North,Dina,C4326
O100487,2024-12-13,Gamma Sneakers,Footwear,231.3,1,231.3,East,Fatima,C2330
O100488,2025-03-17,Beta T-shirt,Apparel,227.18,1,227.18,East,Carlos,C7607
O100489,2025-06-03,Zeta Socks,Accessories,192.85,1,192.85,East,Fatima,C9745
O100490,2025-10-07,Alpha Hoodie,Apparel,13.94,1,13.94,Central,Carlos,C8486
O100491,2025-02-21,Theta Watch,Electronics,141.66,1,141.66,East,Fatima,C3434
O100492,2025-09-09,Epsilon Jacket,Apparel,64.08,1,64.08,East,Carlos,C1936
O100493,2025-01-08,Gamma Sneakers,Footwear,172.85,1,172.85,West,Bilal,C2972
O100494,2025-09-23,Alpha Hoodie,Apparel,172.33,1,172.33,West,Ehsan,C2533
O100495,2025-10-11,Epsilon Jacket,Apparel,107.29,4,429.16,North,Dina,C5386
O100496,2025-06-25,Zeta Socks,Accessories,115.52,1,115.52,West,Carlos,C8158
O100497,2025-11-19,Beta T-shirt,Apparel,37.84,10,378.4,Central,Dina,C6941
O100498,2025-07-16,Gamma Sneakers,Footwear,200.93,2,401.86,Central,Ehsan,C6618
O100499,2025-08-22,Kappa Backpack,Accessories,39.26,1,39.26,South,Ehsan,C1728
O100500,2025-01-27,Kappa Backpack,Accessories,194.37,1,194.37,West,Ayesha,C4195
O100501,2025-01-07,Delta Cap,Accessories,246.62,3,739.86,North,Carlos,C9842
O100502,2024-12-29,Zeta Socks,Accessories,95.04,5,475.2,East,Fatima,C5801
O100503,2025-08-01,Delta Cap,Accessories,216.11,1,216.11,Central,Carlos,C9036
O100504,2025-07-26,Epsilon Jacket,Apparel,188.85,2,377.7,South,Fatima,C7957
O100505,2025-04-29,Theta Watch,Electronics,239.4,1,239.4,West,Bilal,C4185
O100506,2025-10-21,Alpha Hoodie,Apparel,202.88,2,405.76,West,Fatima,C1674
O100507,2025-04-02,Theta Watch,Electronics,239.13,1,239.13,Central,Fatima,C2454
O100508,2025-10-22,Zeta Socks,Accessories,149.38,3,448.14,East,Carlos,C9147
O100509,2025-06-15,Zeta Socks,Accessories,242.03,1,242.03,East,Dina,C2289
O100510,2025-10-04,Epsilon Jacket,Apparel,161.1,3,483.3,East,Dina,C3019
O100511,2025-03-05,Iota Charger,Electronics,17.39,1,17.39,East,Dina,C1850
O100512,2025-06-14,Eta Laptop Sleeve,Accessories,79.54,1,79.54,East,Ayesha,C6165
O100513,2025-01-11,Epsilon Jacket,Apparel,225.56,1,225.56,Central,Ayesha,C2102
O100514,2025-01-19,Kappa Backpack,Accessories,235.78,1,235.78,Central,Fatima,C1316
O100515,2025-02-13,Gamma Sneakers,Footwear,163.63,1,163.63,Central,Dina,C7792
O100516,2025-08-20,Theta Watch,Electronics,25.77,1,25.77,North,Bilal,C6228
O100517,2025-07-23,Theta Watch,Electronics,109.63,1,109.63,West,Ayesha,C7396
O100518,2025-11-09,Delta Cap,Accessories,242.51,1,242.51,East,Ehsan,C3257
O100519,2025-09-16,Theta Watch,Electronics,137.63,1,137.63,South,Fatima,C7342
O100520,2025-05-17,Theta Watch,Electronics,228.86,1,228.86,Central,Dina,C3893
O100521,2025-03-15,Gamma Sneakers,Footwear,12.52,1,12.52,South,Carlos,C5663
O100522,2025-04-24,Gamma Sneakers,Footwear,229.95,2,459.9,West,Ehsan,C8199
O100523,2024-12-22,Beta T-shirt,Apparel,111.5,5,557.5,East,Ayesha,C2109
O100524,2025-04-20,Beta T-shirt,Apparel,246.31,1,246.31,East,Carlos,C3028
O100525,2025-07-19,Delta Cap,Accessories,16.68,1,16.68,Central,Dina,C8717
O100526,2025-06-03,Gamma Sneakers,Footwear,204.12,3,612.36,Central,Ayesha,C1447
O100527,2025-02-11,Iota Charger,Electronics,104.73,5,523.65,North,Bilal,C5523
O100528,2025-07-08,Beta T-shirt,Apparel,147.11,1,147.11,Central,Dina,C4694
O100529,2025-07-29,Theta Watch,Electronics,161.56,1,161.56,East,Ayesha,C6976
O100530,2025-04-23,Delta Cap,Accessories,62.65,3,187.95,West,Bilal,C2037
O100531,2025-10-12,Gamma Sneakers,Footwear,56.12,2,112.24,North,Bilal,C6251
O100532,2025-03-12,Alpha Hoodie,Apparel,237.63,1,237.63,North,Dina,C5412
O100533,2024-12-15,Kappa Backpack,Accessories,45.56,2,91.12,West,Ayesha,C1621
O100534,2025-05-10,Kappa Backpack,Accessories,236.61,3,709.83,Central,Fatima,C6947
O100535,2025-09-06,Zeta Socks,Accessories,47.18,1,47.18,Central,Ayesha,C6896
O100536,2024-12-13,Zeta Socks,Accessories,128.9,1,128.9,North,Carlos,C7510
O100537,2024-12-31,Kappa Backpack,Accessories,237.28,1,237.28,East,Carlos,C9649
O100538,2025-09-04,Iota Charger,Electronics,172.67,2,345.34,East,Ehsan,C7362
O100539,2025-09-26,Alpha Hoodie,Apparel,151.85,1,151.85,South,Ehsan,C7966
O100540,2025-08-25,Theta Watch,Electronics,79.29,1,79.29,Central,Ayesha,C3714
O100541,2025-03-08,Eta Laptop Sleeve,Accessories,214.78,1,214.78,West,Dina,C8448
O100542,2025-09-20,Iota Charger,Electronics,234.48,1,234.48,South,Carlos,C5710
O100543,2025-11-25,Kappa Backpack,Accessories,126.2,2,252.4,South,Ehsan,C6532
O100544,2025-05-02,Zeta Socks,Accessories,23.16,2,46.32,Central,Dina,C6236
O100545,2025-11-19,Iota Charger,Electronics,34.46,1,34.46,Central,Carlos,C7199
O100546,2025-01-09,Epsilon Jacket,Apparel,63.92,1,63.92,South,Bilal,C2475
O100547,2025-09-26,Beta T-shirt,Apparel,54.33,3,162.99,East,Dina,C4089
O100548,2025-07-18,Epsilon Jacket,Apparel,213.46,1,213.46,Central,Dina,C4149
O100549,2025-08-19,Gamma Sneakers,Footwear,10.86,1,10.86,Central,Ayesha,C6017
O100550,2025-05-06,Alpha Hoodie,Apparel,114.27,3,342.81,West,Ehsan,C6032
O100551,2024-12-09,Zeta Socks,Accessories,157.64,4,630.56,North,Dina,C1580
O100552,2025-06-15,Beta T-shirt,Apparel,14.2,1,14.2,South,Carlos,C8431
O100553,2025-10-06,Zeta Socks,Accessories,236.17,2,472.34,East,Ayesha,C3865
O100554,2025-05-19,Delta Cap,Accessories,233.64,4,934.56,Central,Ayesha,C2910
O100555,2025-10-13,Eta Laptop Sleeve,Accessories,19.13,1,19.13,Central,Bilal,C3114
O100556,2025-05-25,Kappa Backpack,Accessories,66.63,1,66.63,North,Ayesha,C7496
O100557,2025-11-10,Eta Laptop Sleeve,Accessories,242.04,1,242.04,North,Bilal,C2658
O100558,2025-05-03,Epsilon Jacket,Apparel,153.4,1,153.4,South,Fatima,C2063
O100559,2025-06-02,Beta T-shirt,Apparel,29.79,1,29.79,Central,Ehsan,C4786
O100560,2025-07-20,Delta Cap,Accessories,52.81,1,52.81,North,Fatima,C9359
O100561,2025-01-25,Theta Watch,Electronics,171.94,1,171.94,Central,Bilal,C1183
O100562,2025-01-08,Alpha Hoodie,Apparel,231.79,2,463.58,North,Bilal,C1650
O100563,2025-09-11,Epsilon Jacket,Apparel,192.65,2,385.3,North,Bilal,C5962
O100564,2025-03-05,Iota Charger,Electronics,222.16,1,222.16,South,Fatima,C1576
O100565,2025-09-20,Theta Watch,Electronics,179.61,4,718.44,South,Dina,C4603
O100566,2025-02-04,Kappa Backpack,Accessories,199.54,1,199.54,East,Dina,C4848
O100567,2025-06-06,Zeta Socks,Accessories,53.91,1,53.91,South,Carlos,C1350
O100568,2025-02-20,Beta T-shirt,Apparel,198.85,3,596.55,East,Fatima,C9477
O100569,2025-11-04,Delta Cap,Accessories,15.27,2,30.54,East,Ayesha,C8983
O100570,2025-01-12,Gamma Sneakers,Footwear,223.14,1,223.14,North,Bilal,C6481
O100571,2025-03-17,Beta T-shirt,Apparel,225.19,1,225.19,Central,Ayesha,C2484
O100572,2024-12-27,Zeta Socks,Accessories,200.48,1,200.48,East,Dina,C9971
O100573,2025-01-02,Zeta Socks,Accessories,102.83,1,102.83,North,Ayesha,C2224
O100574,2025-07-11,Alpha Hoodie,Apparel,28.23,1,28.23,Central,Fatima,C4075
O100575,2025-11-19,Zeta Socks,Accessories,148.45,1,148.45,North,Bilal,C8176
O100576,2025-01-17,Alpha Hoodie,Apparel,25.93,1,25.93,West,Ehsan,C6447
O100577,2025-02-11,Alpha Hoodie,Apparel,78.17,3,234.51,Central,Ehsan,C1532
O100578,2025-06-23,Zeta Socks,Accessories,53.19,1,53.19,West,Ehsan,C2154
O100579,2025-04-13,Iota Charger,Electronics,201.29,1,201.29,North,Dina,C7250
O100580,2025-09-18,Theta Watch,Electronics,51.13,1,51.13,East,Fatima,C3393
O100581,2025-07-14,Delta Cap,Accessories,139.64,1,139.64,North,Bilal,C4331
O100582,2025-07-30,Beta T-shirt,Apparel,116.03,1,116.03,West,Fatima,C7167
O100583,2025-03-25,Kappa Backpack,Accessories,175.26,1,175.26,West,Ehsan,C4439
O100584,2025-10-29,Gamma Sneakers,Footwear,92.03,1,92.03,West,Fatima,C7238
O100585,2025-05-25,Eta Laptop Sleeve,Accessories,59.85,1,59.85,South,Bilal,C2824
O100586,2025-03-13,Gamma Sneakers,Footwear,156.43,1,156.43,Central,Bilal,C9501
O100587,2025-02-24,Gamma Sneakers,Footwear,83.38,1,83.38,Central,Fatima,C7677
O100588,2025-09-18,Delta Cap,Accessories,60.67,1,60.67,East,Ayesha,C1382
O100589,2025-04-02,Epsilon Jacket,Apparel,28.66,1,28.66,Central,Dina,C3752
O100590,2025-02-14,Epsilon Jacket,Apparel,141.03,4,564.12,West,Bilal,C9176
O100591,2025-07-26,Zeta Socks,Accessories,54.85,1,54.85,North,Bilal,C8505
O100592,2024-12-26,Zeta Socks,Accessories,47.46,1,47.46,Central,Ehsan,C5771
O100593,2024-12-23,Beta T-shirt,Apparel,100.12,1,100.12,Central,Bilal,C9516
O100594,2025-04-06,Iota Charger,Electronics,122.52,1,122.52,West,Carlos,C6188
O100595,2025-11-01,Theta Watch,Electronics,14.2,4,56.8,Central,Dina,C6108
O100596,2025-07-31,Theta Watch,Electronics,229.31,1,229.31,Central,Bilal,C5747
O100597,2025-03-26,Delta Cap,Accessories,127.32,1,127.32,East,Bilal,C3697
O100598,2025-06-16,Iota Charger,Electronics,138.27,10,1382.7,Central,Carlos,C6116
O100599,2025-02-26,Theta Watch,Electronics,122.34,1,122.34,East,Ayesha,C2358
